id,F Name,L Name,Gender,Location,Categories,Hit count,Total Views
4557,Aaradhya,Das,Female,Arunachal Pradesh,"['Department of Atomic Energies', 'Ministry of Tribal Affairs']",60,58
4558,Aarush,Chawla,Female,Odisha,"['Ministry of Communications', 'UPSC', 'Ministry of Housing and Urban Affairs']",70,16
4559,Eva,Dubey,Female,Goa,"['Department of Atomic Energies', 'Ministry of Civil Aviation']",53,54
4560,Shaurya,Kaur,Male,Daman and Diu,"['Ministry of Tribal Affairs', 'Ministry of Petroleum and Natural Gases', 'Ministry of External Affairs']",94,94
4561,Shanaya,Modi,Male,Kerala,['Ministry of Coal'],3,41
4562,Advik,Singh,Male,Chhattisgarh,"['Ministry of Tourism', 'AYUSH', 'Ministry of Steel', 'Ministry of Power']",36,43
4563,Vihaan,Kaur,Male,Uttarakhand,"['Ministry of Tourism', 'Department of Atomic Energies']",34,30
4564,Anvi,Basu,Female,Odisha,"['Ministry of External Affairs', 'Ministry of Communications', 'Ministry of Tribal Affairs', 'PM Speech']",67,58
4565,Aaradhya,Laghari,Male,Jharkhand,['AYUSH'],14,32
4566,Advaith,Chowdhury,Female,Gujarat,"['Ministry of Tourism', 'Ministry of Company Affairs', 'Ministry of Petroleum and Natural Gases', 'Ministry of Power']",65,71
4567,Vivaan,Singh,Male,Mizoram,"['Ministry of Agriculture and Farmers Welfare', 'PM Speech', 'Ministry of Law and Justice']",70,59
4568,Arnav,Bedi,Male,Kerala,"['Ministry of Law and Justice', 'Ministry of Tribal Affairs', 'Department of Atomic Energies']",85,5
4569,Shanaya,Ahuja,Female,Andhra Pradesh,"['Ministry of Information and Broadcasting', 'Ministry of Youth Affairs and Sports', 'Ministry of Coal', 'Ministry of Power']",51,82
4570,Anvi,Kaur,Female,Lakshadweep,"['Ministry of Information and Broadcasting', 'Ministry of Commerce and Industry', 'UPSC', 'Ministry of Culture']",27,90
4571,Ananya,Basu,Male,Dadra and Nagar Haveli,"['Ministry of Civil Aviation', 'PM Speech', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Tourism']",77,45
4572,Aarohi,Gill,Male,Punjab,['Ministry of Civil Aviation'],24,91
4573,Prisha,Sachdev,Female,Chandigarh,"['Ministry of Steel', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Housing and Urban Affairs']",61,65
4574,Pari,Pal,Male,Chandigarh,"['Ministry of Steel', 'Ministry of Company Affairs', 'Ministry of Electronics and IT']",21,59
4575,Advik,Lal,Female,Goa,"['Ministry of Communications', 'Department of Atomic Energies']",77,44
4576,Vivaan,Kulkarni,Male,Dadra and Nagar Haveli,"['UPSC', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Tourism']",16,95
4577,Vihaan,Mehta,Female,Telangana,"['Ministry of Housing and Urban Affairs', 'Ministry of Culture', 'Ministry of Power', 'Ministry of Information and Broadcasting']",45,29
4578,Anaya,Chowdhury,Male,Uttar Pradesh,"['PM Speech', 'Ministry of Information and Broadcasting', 'Ministry of Youth Affairs and Sports', 'Ministry of Culture']",26,11
4579,Arnav,Gandhi,Female,Lakshadweep,"['Ministry of Law and Justice', 'PM Speech', 'Department of Atomic Energies', 'Ministry of Petroleum and Natural Gases']",7,9
4580,Aarav,Biswas,Female,Jharkhand,"['Ministry of Culture', 'UPSC']",79,26
4581,Pari,Das,Male,Uttarakhand,['Department of Atomic Energies'],51,38
4582,Vihaan,Bedi,Female,Tamil Nadu,"['Ministry of Electronics and IT', ""Prime Minister's Office""]",20,59
4583,Arnav,Gokhale,Male,Goa,['Ministry of Communications'],64,77
4584,Kian,Ray,Female,Manipur,['Ministry of Communications'],45,86
4585,Anaya,Jha,Male,Nagaland,['Ministry of Communications'],50,72
4586,Aarush,Dewan,Male,Sikkim,"['Ministry of Science and Technology', 'Ministry of Commerce and Industry', 'UPSC']",49,31
4587,Aaradhya,Dubey,Female,Bihar,['Ministry of Law and Justice'],92,69
4588,Pranav,Bhasin,Female,Delhi,"['Ministry of Science and Technology', 'Ministry of Civil Aviation', 'Ministry of Defence']",46,49
4589,Arjun,Modi,Female,Chandigarh,"['Ministry of Tourism', 'Ministry of Housing and Urban Affairs']",54,73
4590,Ishaan,Chakrabarti,Male,Odisha,"['Ministry of Culture', 'Ministry of Law and Justice', 'Ministry of Petroleum and Natural Gases']",4,48
4591,Aarav,Chawla,Female,Tamil Nadu,['Ministry of Science and Technology'],40,17
4592,Pari,Jha,Male,Madhya Pradesh,"['Department of Atomic Energies', 'Ministry of External Affairs']",65,3
4593,Vivaan,Balakrishna,Male,Assam,"['Ministry of Defence', 'Ministry of Commerce and Industry', 'Ministry of Law and Justice', 'UPSC']",97,1
4594,Aditya,Kaur,Male,Tamil Nadu,"['Ministry of Power', 'Ministry of Petroleum and Natural Gases', 'AYUSH', 'Ministry of Coal']",42,49
4595,Sai,Jain,Female,Telangana,"['Ministry of Tribal Affairs', 'Ministry of Communications', 'Ministry of Defence', 'UPSC']",77,24
4596,Kian,Gupta,Male,Andaman and Nicobar Islands,"['Ministry of Agriculture and Farmers Welfare', 'UPSC']",64,57
4597,Aadhya,Bhasin,Male,Andaman and Nicobar Islands,"['Ministry of Communications', 'UPSC', 'Ministry of Electronics and IT']",74,82
4598,Advaith,Chowdhury,Female,Puducherry,['Department of Atomic Energies'],68,62
4599,Pari,Parekh,Male,Punjab,"['AYUSH', 'Ministry of Communications']",92,69
4600,Ishaan,Gokhale,Male,Haryana,['Ministry of Youth Affairs and Sports'],2,7
4601,Vivaan,Ray,Male,Lakshadweep,"['PM Speech', 'Ministry of Petroleum and Natural Gases', 'Ministry of Law and Justice', 'Department of Atomic Energies']",77,21
4602,Aaryan,Ahluwalia,Female,Jammu and Kashmir,['Ministry of External Affairs'],17,62
4603,Anaya,Chakrabarti,Female,Tamil Nadu,"['Ministry of Tribal Affairs', 'Ministry of Culture', 'UPSC']",24,89
4604,Eva,Jha,Female,Mizoram,['Ministry of Commerce and Industry'],59,57
4605,Krishna,Balakrishna,Female,Gujarat,['Ministry of Housing and Urban Affairs'],65,11
4606,Anika,Saraf,Female,Goa,"['Ministry of Youth Affairs and Sports', 'Ministry of Petroleum and Natural Gases', 'Ministry of Tribal Affairs', 'PM Speech']",52,46
4607,Aarohi,Das,Male,Tamil Nadu,['Ministry of Housing and Urban Affairs'],76,67
4608,Atharva,Khanna,Female,Karnataka,['Ministry of Power'],68,50
4609,Vihaan,Das,Male,Rajasthan,"['Department of Atomic Energies', 'Ministry of Information and Broadcasting', 'Ministry of Defence']",14,89
4610,Ahana,Gandhi,Male,Uttarakhand,"['Ministry of Petroleum and Natural Gases', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Tribal Affairs']",94,70
4611,Anya,Khatri,Male,Andhra Pradesh,['Ministry of Culture'],45,44
4612,Shanaya,Gupta,Male,Sikkim,['Ministry of Steel'],11,36
4613,Kabir,Gill,Male,Goa,"['Ministry of Culture', 'Ministry of Electronics and IT']",12,14
4614,Sai,Kumar,Female,Uttar Pradesh,"['Ministry of Culture', 'Ministry of Defence', 'Ministry of Tribal Affairs']",30,8
4615,Iraa,Biswas,Female,Meghalaya,"['Ministry of Commerce and Industry', 'Ministry of Youth Affairs and Sports', 'Ministry of Tribal Affairs', 'AYUSH']",54,29
4616,Shaurya,Chawla,Male,Sikkim,"['UPSC', 'Ministry of Steel']",73,74
4617,Eva,Malhotra,Male,Sikkim,"[""Prime Minister's Office"", 'PM Speech', 'Ministry of Steel']",91,50
4618,Anvi,Bajwa,Male,Bihar,"['Ministry of Culture', 'Ministry of Steel', 'Department of Atomic Energies']",36,53
4619,Krishna,Bajwa,Male,Goa,"['AYUSH', 'Ministry of Science and Technology', 'Ministry of Housing and Urban Affairs', 'Ministry of Defence']",79,12
4620,Diya,Chakrabarti,Male,Uttar Pradesh,"['UPSC', 'Ministry of Coal', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Tourism']",2,65
4621,Sara,Ahluwalia,Female,Odisha,"['Department of Atomic Energies', 'Ministry of Steel', 'Ministry of Tribal Affairs', 'Ministry of Coal']",7,26
4622,Vihaan,Basu,Male,Chandigarh,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Coal', 'Ministry of Culture']",98,24
4623,Arjun,Mehta,Female,Jammu and Kashmir,['Ministry of Commerce and Industry'],4,92
4624,Darsh,Dewan,Male,Andhra Pradesh,"['Ministry of Steel', 'Ministry of Science and Technology', 'Ministry of Tribal Affairs', 'Ministry of Law and Justice']",52,33
4625,Aarohi,Parekh,Male,Puducherry,"['Ministry of Culture', 'AYUSH', 'Ministry of Communications']",6,21
4626,Aayan,Mannan,Female,Chandigarh,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Petroleum and Natural Gases']",34,85
4627,Myra,Khanna,Male,Delhi,"['Ministry of Youth Affairs and Sports', 'Ministry of Steel', ""Prime Minister's Office"", 'Ministry of Science and Technology']",12,61
4628,Advik,Chawla,Female,Tripura,['Ministry of Civil Aviation'],94,34
4629,Arjun,Gandhi,Male,Chhattisgarh,"['Ministry of Power', 'Ministry of Steel']",4,50
4630,Pranav,Bajwa,Male,Meghalaya,['Ministry of Company Affairs'],27,19
4631,Aaryan,Apte,Male,Puducherry,"['Ministry of Civil Aviation', 'Ministry of Electronics and IT', 'Ministry of Youth Affairs and Sports', 'Ministry of Steel']",98,10
4632,Advaith,Basu,Female,Dadra and Nagar Haveli,['Ministry of Tourism'],12,93
4633,Arjun,Bakshi,Male,Manipur,"['Ministry of Petroleum and Natural Gases', 'Ministry of Civil Aviation']",27,38
4634,Vivaan,Thakur,Male,Himachal Pradesh,"['Ministry of External Affairs', 'Ministry of Science and Technology', 'Ministry of Housing and Urban Affairs']",98,92
4635,Diya,Bhasin,Female,Lakshadweep,"['Ministry of Defence', 'Ministry of Power', 'Ministry of Tribal Affairs']",10,53
4636,Atharva,Chawla,Male,Nagaland,['Ministry of Petroleum and Natural Gases'],66,33
4637,Anika,Balakrishna,Male,Assam,"['Ministry of Commerce and Industry', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Science and Technology', 'Ministry of Communications']",47,30
4638,Shaurya,Biswas,Female,Uttarakhand,"['Ministry of Electronics and IT', 'Ministry of Coal', 'Ministry of Power']",55,41
4639,Aarush,Basu,Female,Maharashtra,"['Ministry of Housing and Urban Affairs', 'AYUSH', 'Ministry of Civil Aviation']",31,53
4640,Aaradhya,Gokhale,Female,Himachal Pradesh,"['Ministry of Company Affairs', 'Ministry of Science and Technology', 'Ministry of Petroleum and Natural Gases', 'UPSC']",90,40
4641,Vihaan,Apte,Male,Odisha,"['Ministry of External Affairs', 'Ministry of Defence', 'Ministry of Communications']",91,83
4642,Darsh,Kaur,Male,Gujarat,"['Ministry of Commerce and Industry', 'Ministry of Housing and Urban Affairs', 'Ministry of Law and Justice', 'Ministry of Science and Technology']",35,97
4643,Eva,Bedi,Male,Daman and Diu,"['Ministry of Culture', 'Ministry of Communications']",29,91
4644,Kabir,Gupta,Female,Meghalaya,['Ministry of Law and Justice'],48,4
4645,Shanaya,Dalal,Female,Tripura,"['Ministry of Defence', 'Ministry of Tribal Affairs']",91,96
4646,Vivaan,Gokhale,Male,Jharkhand,"['AYUSH', 'Ministry of Petroleum and Natural Gases', 'Ministry of Information and Broadcasting', 'Ministry of Steel']",62,50
4647,Aarohi,Khatri,Male,Arunachal Pradesh,"[""Prime Minister's Office"", 'Ministry of Law and Justice']",77,42
4648,Kyra,Bhasin,Male,Lakshadweep,"['Ministry of Science and Technology', 'Ministry of Housing and Urban Affairs', 'Ministry of External Affairs', 'Ministry of Power']",21,37
4649,Kabir,Chandra,Female,Delhi,"['Ministry of Law and Justice', ""Prime Minister's Office""]",28,44
4650,Darsh,Bajwa,Female,West Bengal,"['Ministry of Petroleum and Natural Gases', 'Ministry of Tribal Affairs', 'Ministry of Company Affairs']",67,51
4651,Diya,Gill,Female,Goa,"['Ministry of Communications', 'Ministry of Youth Affairs and Sports']",94,33
4652,Veer,Khurana,Male,Daman and Diu,"['Ministry of Law and Justice', 'Ministry of Coal', 'Ministry of Defence']",59,56
4653,Advaith,Lal,Others,Himachal Pradesh,"['AYUSH', 'UPSC', 'Ministry of Civil Aviation', 'Ministry of Housing and Urban Affairs']",81,14
4654,Arjun,Mannan,Female,Gujarat,"['Ministry of Youth Affairs and Sports', ""Prime Minister's Office""]",97,2
4655,Aaradhya,Bhasin,Male,Delhi,"['Ministry of Steel', 'Ministry of Information and Broadcasting', 'Ministry of Culture']",40,95
4656,Ahana,Saraf,Male,Mizoram,"['Department of Atomic Energies', 'Ministry of Steel', 'Ministry of Tourism', 'Ministry of Science and Technology']",62,44
4657,Diya,Malhotra,Others,Dadra and Nagar Haveli,"['Ministry of Science and Technology', 'Ministry of Youth Affairs and Sports']",77,79
4658,Navya,Gandhi,Male,Lakshadweep,['Ministry of Tourism'],97,8
4659,Anaya,Jain,Male,Andaman and Nicobar Islands,['Ministry of Company Affairs'],62,11
4660,Shanaya,Khanna,Female,Bihar,"['Ministry of Housing and Urban Affairs', 'Department of Atomic Energies', 'Ministry of Commerce and Industry', 'Ministry of Company Affairs']",24,72
4661,Kyra,Anand,Male,Telangana,['Ministry of Steel'],2,42
4662,Navya,Kaur,Male,Delhi,"['Ministry of Law and Justice', 'Ministry of Coal', 'AYUSH', 'Ministry of Information and Broadcasting']",97,27
4663,Aarav,Bajwa,Female,Maharashtra,['Ministry of Agriculture and Farmers Welfare'],88,78
4664,Aarohi,Das,Male,Chandigarh,"['Ministry of Defence', 'Ministry of Agriculture and Farmers Welfare', 'UPSC', 'Ministry of Culture']",98,84
4665,Kabir,Kulkarni,Others,Lakshadweep,"['Ministry of Science and Technology', 'Ministry of Coal', 'Ministry of Law and Justice', 'Ministry of Company Affairs']",32,90
4666,Advik,Anand,Male,Himachal Pradesh,"['Ministry of Information and Broadcasting', 'Ministry of Youth Affairs and Sports', 'Ministry of Power', 'Department of Atomic Energies']",44,41
4667,Kabir,Basu,Female,Andaman and Nicobar Islands,"['Ministry of Civil Aviation', 'Ministry of Steel', 'Ministry of Law and Justice', 'Ministry of Commerce and Industry']",61,68
4668,Aayan,Datta,Male,Bihar,['Ministry of External Affairs'],71,49
4669,Mohammed,Chakrabarti,Female,Bihar,"['Ministry of Information and Broadcasting', 'Ministry of Science and Technology', 'Ministry of Agriculture and Farmers Welfare']",41,94
4670,Aarush,Kohli,Female,Haryana,"['Ministry of Science and Technology', 'Ministry of Steel', 'Ministry of Tourism', 'Ministry of Information and Broadcasting']",99,88
4671,Aadhya,Kaur,Male,Chhattisgarh,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Electronics and IT']",93,91
4672,Aadhya,Modi,Male,Bihar,['Ministry of Housing and Urban Affairs'],27,17
4673,Darsh,Apte,Female,Madhya Pradesh,"['Ministry of Company Affairs', 'Ministry of Steel', 'Ministry of Agriculture and Farmers Welfare']",72,72
4674,Krishna,Kapoor,Female,Tamil Nadu,"['Ministry of Coal', 'Ministry of Company Affairs']",11,72
4675,Aayan,Ahuja,Male,Maharashtra,"['Department of Atomic Energies', ""Prime Minister's Office""]",61,26
4676,Aaryan,Chakrabarti,Female,Telangana,"['Ministry of Information and Broadcasting', 'Ministry of Agriculture and Farmers Welfare', 'Ministry of Communications']",5,83
4677,Saanvi,Chawla,Male,Manipur,['Ministry of Power'],1,22
4678,Kabir,Purohit,Male,Daman and Diu,"['Ministry of Steel', ""Prime Minister's Office"", 'Department of Atomic Energies']",13,59
4679,Siya,Purohit,Female,Mizoram,"['Ministry of Civil Aviation', 'Ministry of External Affairs', 'Ministry of Science and Technology', 'Ministry of Agriculture and Farmers Welfare']",4,41
4680,Dhruv,Chowdhury,Female,Chhattisgarh,"['Ministry of Agriculture and Farmers Welfare', 'Department of Atomic Energies', ""Prime Minister's Office""]",5,51
4681,Pari,Parekh,Male,Mizoram,"['AYUSH', 'Ministry of Tribal Affairs']",73,17
4682,Vihaan,Chandra,Male,Maharashtra,"['Ministry of Tourism', 'UPSC']",25,34
4683,Aarav,Mannan,Female,Meghalaya,"['PM Speech', 'Ministry of Information and Broadcasting', 'AYUSH', 'Ministry of Communications']",65,79
4684,Eva,Bedi,Female,Goa,"['Ministry of Housing and Urban Affairs', 'AYUSH']",51,66
4685,Aayan,Jain,Female,Arunachal Pradesh,"['Ministry of Agriculture and Farmers Welfare', 'Ministry of Defence', 'UPSC', 'Ministry of Communications']",85,33
4686,Diya,Kumar,Male,Odisha,"['Ministry of Petroleum and Natural Gases', 'Ministry of Youth Affairs and Sports', 'Ministry of Power', 'Ministry of Commerce and Industry']",66,9
4687,Saanvi,Bedi,Female,Telangana,"['Ministry of Communications', 'Ministry of Electronics and IT', ""Prime Minister's Office"", 'PM Speech']",78,38
4688,Akshara,Kumar,Female,Nagaland,['Ministry of Tourism'],33,71
4689,Riya,Parekh,Female,Rajasthan,"[""Prime Minister's Office"", 'Ministry of Communications', 'Ministry of Civil Aviation', 'PM Speech']",35,27
4690,Kyra,Anand,Female,Jammu and Kashmir,['Ministry of Culture'],17,45
4691,Prisha,Saraf,Female,Andhra Pradesh,"['Ministry of Law and Justice', 'Ministry of Electronics and IT']",48,77
4692,Riya,Biswas,Female,Chandigarh,"['Ministry of Science and Technology', 'Ministry of External Affairs', ""Prime Minister's Office"", 'Ministry of Company Affairs']",2,62
4693,Eva,Chawla,Female,Haryana,"['Ministry of Civil Aviation', 'AYUSH', 'Ministry of Science and Technology']",56,14
4694,Myra,Kaur,Female,Nagaland,"[""Prime Minister's Office"", 'Ministry of Science and Technology', 'UPSC', 'Ministry of Petroleum and Natural Gases']",53,24
4695,Veer,Chakrabarti,Male,Odisha,"['Ministry of External Affairs', 'UPSC', 'Ministry of Company Affairs']",26,5
4696,Anaya,Thakur,Male,Himachal Pradesh,['Ministry of Agriculture and Farmers Welfare'],49,36
4697,Vihaan,Lal,Male,Rajasthan,['AYUSH'],34,26
4698,Vihaan,Bakshi,Male,Goa,"['UPSC', 'Ministry of Information and Broadcasting']",62,24
4699,Aayan,Modi,Female,Mizoram,"['Ministry of Commerce and Industry', 'Ministry of Petroleum and Natural Gases', ""Prime Minister's Office""]",88,14
4700,Akshara,Modi,Female,Himachal Pradesh,"[""Prime Minister's Office"", 'Ministry of Defence', 'Ministry of Steel']",40,58
4701,Myra,Jha,Female,Dadra and Nagar Haveli,['Ministry of Housing and Urban Affairs'],79,75
4702,Dhruv,Chandra,Female,Meghalaya,"['Ministry of External Affairs', 'Ministry of Tourism', 'Ministry of Science and Technology']",39,95
4703,Advik,Gandhi,Male,Himachal Pradesh,"['Ministry of Civil Aviation', 'AYUSH']",55,76
4704,Vivaan,Khanna,Female,Nagaland,"[""Prime Minister's Office"", 'Ministry of Civil Aviation']",83,23
4705,Pari,Khurana,Male,Telangana,"['Ministry of Civil Aviation', 'Ministry of Science and Technology']",31,22
4706,Aayan,Sachdev,Female,Telangana,"['Ministry of Law and Justice', 'AYUSH', 'Ministry of Electronics and IT']",83,4
4707,Ritvik,Pal,Female,Dadra and Nagar Haveli,"['Ministry of Youth Affairs and Sports', 'Department of Atomic Energies', 'Ministry of Civil Aviation', ""Prime Minister's Office""]",18,90
4708,Veer,Chandra,Male,Maharashtra,"['Ministry of Tourism', 'Ministry of Communications', 'Ministry of Agriculture and Farmers Welfare']",95,6
4709,Reyansh,Ahluwalia,Female,Sikkim,['Ministry of Power'],69,56
4710,Aadhya,Bajwa,Male,Daman and Diu,"['Ministry of Company Affairs', 'Ministry of Science and Technology']",7,77
4711,Pari,Basu,Male,Dadra and Nagar Haveli,"['Ministry of Petroleum and Natural Gases', 'AYUSH']",92,30
4712,Aarush,Basu,Male,Dadra and Nagar Haveli,"['Ministry of Tourism', 'Ministry of Defence']",82,69
4713,Anya,Gupta,Female,Gujarat,"['Ministry of Science and Technology', 'Ministry of External Affairs']",60,39
4714,Riya,Chandra,Female,Punjab,"['Ministry of Company Affairs', 'Ministry of Information and Broadcasting']",3,5
4715,Pranav,Biswas,Female,Meghalaya,['Ministry of Commerce and Industry'],78,51
4716,Anika,Kaur,Female,Bihar,"['Ministry of Coal', 'UPSC']",93,59
4717,Myra,Balakrishna,Male,Goa,"['Ministry of Law and Justice', 'Ministry of Coal', 'UPSC', 'Ministry of Electronics and IT']",90,3
